rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
3798,3747262,K03005.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
3804,3328052,K03011.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
3805,7109851,K03012.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
3809,10617638,K03016.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,0,1,0
3811,7906671,K03018.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
3815,3348285,K03021.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
3818,7732285,K03023.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,0,1,0
3822,9838804,K03028.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1
3825,5524881,K03030.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
3828,7186665,K03033.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
3830,6388770,K03035.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
3831,5217891,K03036.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
3839,9153554,K03044.01,,FALSE POSITIVE,FALSE POSITIVE,0.0220,0,0,1,0
3841,9301506,K03047.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
3845,9959492,K03051.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
3850,6461850,K03054.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
3851,7281454,K03055.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1
3855,8192911,K03058.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
3856,10554967,K03059.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
3859,4857058,K03061.02,,FALSE POSITIVE,FALSE POSITIVE,0.1290,1,0,0,0
3860,7613246,K03062.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
3862,9899505,K03064.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
3865,4847782,K03067.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
3869,6072593,K03070.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
3871,3219643,K03072.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
3873,8197560,K03074.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
3878,3654719,K03081.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
3879,10619142,K03082.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
3883,3324986,K03084.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
3884,11912932,K03085.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
3886,9119568,K03087.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
3887,9119568,K03087.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
3891,6609270,K03090.02,,FALSE POSITIVE,FALSE POSITIVE,0.0220,0,0,1,0
3894,8046689,K03092.01,,FALSE POSITIVE,FALSE POSITIVE,0.0030,0,0,1,0
3902,9959589,K03098.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
3903,5124254,K03099.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
3904,7107561,K03100.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
3909,10031500,K03107.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1
3923,10934313,K03121.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0
3926,4076976,K03124.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
3928,7097534,K03126.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
3931,6964159,K03129.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
3935,9541295,K03132.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
3936,6115516,K03134.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
3937,9899352,K03135.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
3941,6444896,K03138.02,,FALSE POSITIVE,FALSE POSITIVE,0.3740,1,0,0,0
3950,10611420,K03148.01,,FALSE POSITIVE,FALSE POSITIVE,0.0140,0,0,1,0
3951,6504534,K03152.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
3952,6307062,K03153.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
3953,5217733,K03155.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
3955,4150611,K03156.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
3956,4150611,K03156.03,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
3957,4150611,K03156.04,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
3958,8738244,K03157.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
3964,5200084,K03159.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
3965,2696703,K03161.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
3966,9752973,K03162.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1
3968,12255382,K03167.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
3970,3337061,K03172.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
3971,7115661,K03174.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
3972,4909707,K03175.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
3976,3240406,K03185.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
3977,4663658,K03187.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
3978,7457278,K03188.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
3981,7430876,K03193.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
3986,5482603,K03199.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
3989,9959494,K03205.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
3991,9518710,K03207.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
3995,7293937,K03211.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
3996,4927734,K03212.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
3997,5398002,K03213.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4000,3342952,K03215.01,,FALSE POSITIVE,FALSE POSITIVE,0.0050,0,0,1,0
4001,10338279,K03216.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4002,2573108,K03217.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4003,10191036,K03218.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
4004,7985733,K03219.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4006,6956136,K03221.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4007,5556726,K03223.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4012,8975368,K03227.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
4013,5307990,K03228.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,0,1,0
4014,9291039,K03230.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4015,9291039,K03230.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1
4016,10489539,K03231.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0
4021,9489953,K03238.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4022,5305240,K03239.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
4023,6206559,K03240.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4024,9532117,K03241.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4025,6928906,K03242.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4026,9821151,K03243.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1
4027,6850665,K03244.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4030,3336476,K03247.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1
4032,9083564,K03249.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1
4033,7335713,K03250.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0
4034,2707985,K03253.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
4035,9899141,K03254.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
4037,10420301,K03257.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
4045,10030778,K03265.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4049,8104030,K03269.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4050,6612327,K03270.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4053,4948730,K03272.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4054,5211922,K03273.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
4056,5303346,K03275.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4057,3858879,K03276.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4059,3342467,K03278.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4066,8625813,K03285.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
4070,5360974,K03289.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4071,4936990,K03290.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4072,6233483,K03291.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4073,5392871,K03292.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4074,3858851,K03293.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4075,3858917,K03294.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4076,4466356,K03295.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4078,9643043,K03297.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4080,7177555,K03299.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4081,7889486,K03300.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,1,1,1
4082,7889486,K03300.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4084,8233802,K03302.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,0,1,0
4086,9307105,K03304.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4097,9838060,K03314.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4100,7130418,K03317.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,0,1,0
4106,6690171,K03320.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4107,6859801,K03321.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4108,7767733,K03322.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4111,5130983,K03325.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4112,11093538,K03326.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4113,11044779,K03327.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4114,4634135,K03328.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4117,5876805,K03331.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4118,5818068,K03332.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4119,12208887,K03333.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4120,11147814,K03334.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4122,8892720,K03336.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4124,7692093,K03337.02,,FALSE POSITIVE,FALSE POSITIVE,0.1460,1,0,0,0
4125,8263752,K03338.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,1,1,1
4126,8263752,K03338.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4132,5392897,K03342.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4143,7136958,K03350.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4144,1995732,K03351.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4150,7115291,K03357.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4152,10711551,K03359.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4153,7866921,K03360.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4155,3098197,K03362.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4157,11081512,K03364.01,,FALSE POSITIVE,FALSE POSITIVE,0.1340,0,0,1,0
4159,10484409,K03366.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,0,1,0
4162,5796185,K03369.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4168,9785921,K03372.02,,FALSE POSITIVE,FALSE POSITIVE,0.2580,0,1,0,0
4169,3102000,K03373.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4174,4376629,K03378.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
4176,3120308,K03380.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
4177,3958301,K03381.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,1,1,0
4178,9991621,K03382.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
4182,9489947,K03385.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4183,6960487,K03386.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4184,6309264,K03387.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
4185,3858988,K03388.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4187,10798605,K03390.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4189,9714123,K03392.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4195,3561464,K03398.01,Kepler-1487 b,CONFIRMED,FALSE POSITIVE,0.0020,1,0,0,0
4198,6359802,K03399.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4199,9328641,K03400.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4201,3757778,K03402.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4205,8211605,K03405.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4208,9468382,K03409.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4211,6025124,K03411.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4213,4164393,K03413.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4214,6023859,K03414.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4219,11519134,K03419.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4222,5004909,K03421.01,,FALSE POSITIVE,FALSE POSITIVE,0.1350,0,0,1,0
4223,5898983,K03422.01,,FALSE POSITIVE,FALSE POSITIVE,0.3650,0,0,1,0
4225,8356054,K03424.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4229,5900235,K03426.01,,FALSE POSITIVE,FALSE POSITIVE,0.3930,0,0,1,0
4230,9907505,K03427.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4236,9267996,K03431.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4240,3945802,K03435.01,,FALSE POSITIVE,FALSE POSITIVE,0.0180,0,0,1,0
4246,3559860,K03440.01,,FALSE POSITIVE,FALSE POSITIVE,0.1790,0,1,0,0
4247,3559860,K03440.02,,FALSE POSITIVE,FALSE POSITIVE,0.0940,1,0,0,0
4248,10651945,K03441.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4249,9837586,K03442.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4252,5384713,K03444.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4254,5384713,K03444.04,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
4256,2852528,K03446.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4258,10798838,K03449.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4259,8560940,K03450.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4261,7021177,K03452.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4262,4932689,K03453.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
4263,7122259,K03454.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4266,9834257,K03457.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4270,2437112,K03461.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4271,2437112,K03461.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0
4275,11874338,K03464.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4276,9763612,K03465.01,Kepler-1507 b,CONFIRMED,FALSE POSITIVE,0.0000,0,0,1,0
4277,9468384,K03466.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4278,7121885,K03467.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4283,11875511,K03471.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4287,5986209,K03476.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4288,9226339,K03477.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
4290,6525209,K03479.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4291,6525209,K03479.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
4297,5471289,K03485.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
4299,9783760,K03487.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4300,9528430,K03489.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4301,8882847,K03490.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
4302,12164634,K03491.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4303,5193077,K03492.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4311,8635938,K03498.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1
4312,5471688,K03499.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
4315,6286161,K03501.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4316,5385471,K03502.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
4318,5471158,K03504.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
4319,4847843,K03505.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4320,8719419,K03506.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4322,3439096,K03509.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
4323,9028474,K03510.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4324,3644542,K03511.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4325,6182849,K03512.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4326,9851142,K03513.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1
4327,7117003,K03514.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4328,3240159,K03515.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4329,9658118,K03516.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4330,7132542,K03517.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4331,8589754,K03518.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4333,5456023,K03521.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4335,8044608,K03523.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4336,8760135,K03524.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4337,4073707,K03525.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4338,10292238,K03526.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4339,8733497,K03527.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4340,4255422,K03528.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4341,9837544,K03529.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4342,7877824,K03530.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4343,6947164,K03531.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4344,10748621,K03532.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4345,4824268,K03533.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4346,6431670,K03534.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4347,7376500,K03535.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4348,7987086,K03536.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4349,7374746,K03537.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4350,8668810,K03538.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4351,8868907,K03539.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4353,3964545,K03542.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4354,9656397,K03543.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4355,3735629,K03544.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4356,8244173,K03545.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4357,7287391,K03546.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4358,6756202,K03547.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4359,10215869,K03548.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4360,2307206,K03549.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4361,7025540,K03550.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4362,7620844,K03551.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4363,6233466,K03552.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4364,11249624,K03553.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4366,8491745,K03555.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4367,3970117,K03556.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4368,5534965,K03557.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4369,9965206,K03558.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4370,4848423,K03560.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4371,11403216,K03561.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4372,9948002,K03562.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4373,5264304,K03563.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4374,10960995,K03564.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4375,9592575,K03565.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4376,7898576,K03566.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4377,11671429,K03567.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4378,9773869,K03568.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4379,6707942,K03569.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4380,5023948,K03570.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4381,5113053,K03571.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4383,10068919,K03573.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4384,7353970,K03574.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4385,12316447,K03575.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4386,10491554,K03576.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4387,9785454,K03577.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4388,10464666,K03578.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4389,5024292,K03579.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4390,4659255,K03580.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4391,8263746,K03581.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4392,3428468,K03582.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4393,5130740,K03583.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4394,9892471,K03584.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4395,2019076,K03585.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4396,7376490,K03586.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4397,11968513,K03587.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4398,9656543,K03588.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
