rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
6893,8314801,K07018.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6894,8316503,K07019.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6895,8330575,K07020.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6896,8345358,K07021.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6897,8358008,K07022.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6899,8364119,K07024.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6900,8367298,K07025.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
6901,8374499,K07026.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6902,8378656,K07027.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6903,8378922,K07028.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6904,8379547,K07029.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6905,8381592,K07030.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6906,8382339,K07031.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
6908,8398290,K07033.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
6909,8411947,K07034.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6910,8414159,K07035.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6911,8414216,K07036.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1
6912,8415863,K07037.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6913,8423903,K07038.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
6914,8429450,K07039.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6916,8445775,K07042.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6917,8453191,K07043.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6918,8453324,K07044.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6920,8479386,K07046.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6921,8488876,K07047.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1
6922,8504570,K07048.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6923,8509346,K07049.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6924,8517433,K07050.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,1,0,0,0
6925,8526387,K07051.01,,FALSE POSITIVE,FALSE POSITIVE,0.0890,0,0,1,0
6926,8543278,K07052.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6927,8552500,K07053.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
6928,8552540,K07054.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
6929,8553788,K07055.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6930,8553907,K07056.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6931,8559796,K07057.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
6932,8559863,K07058.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6933,8560861,K07059.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1
6934,8565900,K07060.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
6935,8569819,K07062.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6936,8574270,K07063.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6937,8581658,K07064.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6938,8590527,K07065.01,,FALSE POSITIVE,FALSE POSITIVE,0.2280,0,1,0,0
6939,8604993,K07066.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6940,8608490,K07067.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6941,8610483,K07068.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6943,8618226,K07070.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6944,8621026,K07071.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6947,8690001,K07075.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
6949,8700506,K07077.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6950,8701327,K07078.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6951,8711548,K07079.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6952,8719897,K07081.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6953,8736245,K07082.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6954,8738115,K07083.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6955,8739209,K07084.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
6956,8746310,K07085.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6957,8750094,K07086.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0
6958,8758161,K07087.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6960,8767034,K07089.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0
6961,8773948,K07090.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6962,8784288,K07091.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6963,8807057,K07093.01,,FALSE POSITIVE,FALSE POSITIVE,0.4330,1,0,0,0
6964,8822585,K07095.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
6965,8823397,K07096.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6966,8841616,K07097.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6967,8845221,K07098.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6969,8848115,K07101.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
6970,8868657,K07102.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
6971,8878681,K07103.01,,FALSE POSITIVE,FALSE POSITIVE,0.0030,0,1,0,0
6972,8879427,K07104.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6973,8879915,K07105.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6975,8890996,K07107.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1
6976,8906676,K07108.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6977,8938628,K07109.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6978,8940961,K07110.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6980,8953426,K07113.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6981,8953475,K07114.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1
6982,8957572,K07115.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
6984,9001468,K07120.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6985,9005854,K07121.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6986,9007918,K07122.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6987,9007953,K07123.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
6988,9024857,K07124.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6989,9024857,K07124.02,,FALSE POSITIVE,FALSE POSITIVE,0.0050,1,0,0,0
6991,9029486,K07126.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6992,9049010,K07127.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
6993,9083503,K07128.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1
6994,9093566,K07130.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
6996,9098810,K07132.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6998,9101208,K07134.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1
6999,9119405,K07135.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7000,9159301,K07138.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7001,9163674,K07139.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7002,9172506,K07141.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7003,9179531,K07142.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7004,9181340,K07143.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
7006,9205993,K07145.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0
7007,9207508,K07146.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7008,9210828,K07147.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7010,9236858,K07149.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7011,9243795,K07150.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7012,9266285,K07151.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7013,9278021,K07152.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7014,9284741,K07153.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7015,9286728,K07154.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1
7016,9291368,K07155.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7017,9291368,K07155.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7018,9291748,K07156.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7020,9328852,K07159.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7021,9328864,K07160.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
7022,9334490,K07161.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
7024,9344623,K07163.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7025,9353182,K07164.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7026,9357275,K07165.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7027,9357375,K07166.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1
7028,9392702,K07167.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7029,9394920,K07168.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7031,9411943,K07170.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
7032,9412462,K07171.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7033,9418994,K07172.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7034,9451096,K07173.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7036,9466042,K07175.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7037,9468296,K07176.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7038,9474222,K07177.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7039,9474969,K07178.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7040,9509207,K07181.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7042,9520700,K07183.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7043,9529294,K07184.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
7044,9529856,K07185.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7045,9536048,K07186.01,,FALSE POSITIVE,FALSE POSITIVE,0.2770,0,0,1,0
7046,9540450,K07187.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7047,9540675,K07188.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
7048,9541163,K07189.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
7049,9541567,K07190.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7050,9569866,K07191.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7051,9579192,K07192.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7052,9579789,K07193.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
7053,9592855,K07196.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1
7056,9597095,K07200.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7057,9597854,K07201.01,,FALSE POSITIVE,FALSE POSITIVE,0.1280,0,0,1,0
7058,9602431,K07202.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
7059,9602538,K07203.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1
7060,9630640,K07204.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7062,9635529,K07206.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7063,9637299,K07207.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7065,9640921,K07210.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7066,9640921,K07210.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
7067,9641031,K07211.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7068,9641103,K07212.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1
7069,9644411,K07213.01,,FALSE POSITIVE,FALSE POSITIVE,0.0160,0,0,1,0
7070,9644683,K07214.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
7072,9652166,K07216.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7073,9652632,K07217.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7074,9655424,K07218.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0
7076,9665503,K07221.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7077,9673173,K07222.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7079,9711751,K07225.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7080,9762514,K07227.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
7081,9762519,K07228.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7082,9777062,K07229.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7083,9786821,K07230.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7084,9790965,K07231.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7086,9818732,K07233.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7087,9821078,K07234.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7089,9850387,K07238.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7090,9850912,K07239.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
7091,9873869,K07241.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7092,9881258,K07242.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7093,9899153,K07243.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
7094,9899193,K07244.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
7095,9899410,K07245.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
7096,9899421,K07246.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
7097,9899577,K07247.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
7098,9899583,K07248.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
7099,9906489,K07249.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7101,9913481,K07253.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7102,9913798,K07254.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7103,9934208,K07256.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7104,9936698,K07257.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7107,9944421,K07260.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7108,9945280,K07261.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7109,9953736,K07262.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7110,9958053,K07263.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7111,9959093,K07264.01,,FALSE POSITIVE,FALSE POSITIVE,0.2740,1,0,0,0
7112,9963009,K07265.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7113,9965691,K07267.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7114,9971475,K07268.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7115,10000490,K07269.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7117,10014702,K07271.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1
7119,10020423,K07273.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7120,10026136,K07274.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7121,10026457,K07275.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7122,10031409,K07276.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7123,10031526,K07277.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
7124,10031808,K07278.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7126,10063044,K07280.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7127,10091257,K07284.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7128,10093664,K07285.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7129,10095512,K07286.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7130,10129482,K07288.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7131,10155080,K07289.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7132,10156064,K07290.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7134,10164018,K07292.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,0,1,0
7135,10189523,K07293.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7136,10198109,K07294.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,1,0,0
7137,10208759,K07295.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7138,10214328,K07296.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7139,10215422,K07297.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7140,10258558,K07299.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7141,10264202,K07300.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7143,10268809,K07302.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7144,10274244,K07303.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7145,10275887,K07304.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7146,10292465,K07307.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7147,10294608,K07308.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7148,10296163,K07309.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7149,10330495,K07310.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7150,10332789,K07311.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7151,10340228,K07312.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
7152,10341787,K07313.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
7153,10342097,K07314.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
7154,10345862,K07315.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7155,10346522,K07316.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7156,10352603,K07317.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7157,10363300,K07318.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7159,10407047,K07321.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
7160,10407430,K07322.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1
7161,10407464,K07323.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1
7162,10417704,K07324.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7163,10420279,K07325.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7164,10422852,K07326.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7166,10454401,K07328.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7167,10462826,K07329.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7170,10481054,K07333.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1
7171,10486425,K07334.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7172,10490960,K07335.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7173,10491031,K07336.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7174,10535807,K07337.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7175,10535858,K07338.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
7177,10547685,K07340.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
7178,10549576,K07341.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7179,10552700,K07342.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7180,10556578,K07343.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7181,10583181,K07344.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7183,10592163,K07346.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7184,10601538,K07348.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
7185,10601579,K07349.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7186,10613718,K07350.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7187,10619109,K07351.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7188,10646620,K07352.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7189,10649230,K07353.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
7191,10661913,K07355.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
7192,10661976,K07356.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
7193,10662021,K07357.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
7197,10685175,K07362.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7198,10686876,K07363.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7199,10686930,K07364.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
7200,10711913,K07365.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7201,10732401,K07366.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1
7202,10736223,K07367.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7204,10743600,K07369.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7205,10753734,K07371.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7206,10794242,K07372.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7207,10794405,K07373.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
7208,10809677,K07374.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7211,10816107,K07377.01,,FALSE POSITIVE,FALSE POSITIVE,0.0080,0,1,0,0
7214,10847907,K07379.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7215,10849244,K07381.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7216,10857589,K07382.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7217,10867017,K07384.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
7218,10909274,K07385.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7219,10920813,K07386.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7220,10923260,K07387.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7221,10924400,K07388.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
7222,10936427,K07390.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7223,10937609,K07391.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7224,10965963,K07392.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7225,10979716,K07394.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7226,10982373,K07395.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7227,10987439,K07396.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7228,10989032,K07397.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
7229,10991989,K07398.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
7230,10992733,K07399.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
